carat,cut,color,clarity,depth,table,x,y,z,price,volume
0.6,Ideal,E,SI1,61.3,56.0,5.49,5.44,3.35,1890,100.04976000000002
1.01,Good,F,SI2,63.7,59.0,6.28,6.38,4.03,4166,161.46759200000002
0.47,Very Good,F,SI1,63.3,60.0,4.98,4.94,3.14,1086,77.24776800000002
0.4,Ideal,E,VVS1,62.6,56.0,4.7,4.73,2.95,1333,65.58145
1.24,Ideal,G,VS2,62.3,57.0,6.95,6.89,4.31,8799,206.38650499999997
1.07,Ideal,E,VVS2,61.7,57.0,6.61,6.55,4.06,10288,175.77973
0.51,Very Good,H,VS1,62.3,56.0,5.1,5.13,3.18,1628,83.19833999999999
0.4,Very Good,J,VS1,62.1,57.0,4.69,4.72,2.92,606,64.639456
1.24,Premium,D,SI1,62.4,59.0,6.82,6.86,4.27,7351,199.772804
0.32,Ideal,E,SI1,62.1,54.0,4.4,4.42,2.74,532,53.28752000000001
0.55,Very Good,F,VS1,61.2,56.4,5.28,5.33,3.25,1975,91.4628
0.39,Ideal,H,VVS2,62.0,55.0,4.68,4.7,2.91,794,64.00836
0.41,Very Good,E,SI1,63.2,56.0,4.74,4.72,2.99,1015,66.89467200000001
0.38,Ideal,F,VVS1,62.4,54.0,4.66,4.7,2.92,1096,63.95384
0.41,Good,J,IF,63.6,54.0,4.72,4.75,3.01,827,67.48419999999999
1.5,Premium,D,VS2,61.8,60.0,7.37,7.3,4.53,15240,243.71853000000002
0.9,Very Good,H,VS1,62.7,56.0,6.15,6.2,3.87,3964,147.56310000000002
1.51,Ideal,G,VS2,61.8,55.0,7.43,7.39,4.58,12626,251.477266
0.7,Good,J,VVS2,64.3,56.0,5.57,5.63,3.6,1922,112.89276000000001
1.12,Premium,G,VS1,58.4,58.0,6.87,6.84,4.0,7338,187.9632
0.33,Premium,G,VS1,62.3,58.0,4.41,4.45,2.76,666,54.16362
1.6,Ideal,F,VS2,60.1,57.0,7.65,7.59,4.58,13853,265.93083
0.32,Premium,E,IF,61.6,58.0,4.39,4.38,2.7,1170,51.91614
1.3,Ideal,G,VVS2,62.4,56.1,6.97,7.02,4.36,11633,213.33218399999998
1.21,Good,H,VS1,59.5,65.0,6.88,6.84,4.08,6871,192.001536
2.01,Premium,G,SI2,59.8,58.0,8.21,8.15,4.89,15977,327.197235
0.42,Ideal,D,SI2,61.1,55.0,4.82,4.86,2.96,660,69.338592
0.3,Ideal,G,IF,62.0,54.4,4.3,4.32,2.67,830,49.59792
0.33,Premium,G,VVS1,61.5,59.0,4.46,4.42,2.73,1040,53.817036
1.01,Premium,E,VS2,62.1,58.0,6.42,6.34,3.96,6425,161.183088
0.7,Ideal,G,VS2,61.9,56.0,5.68,5.7,3.52,3253,113.96351999999999
1.06,Very Good,D,SI1,59.3,60.0,6.64,6.71,3.96,6062,176.435424
1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4,7217,216.52224000000004
1.22,Ideal,G,SI1,61.6,57.0,6.89,6.81,4.22,6559,198.00619799999998
0.46,Ideal,H,SI1,61.2,56.0,4.97,5.0,3.05,1299,75.79249999999999
0.44,Very Good,E,VS1,59.7,59.0,4.94,5.01,2.97,1090,73.50571800000002
0.34,Premium,E,VS2,61.0,59.0,4.48,4.51,2.74,745,55.36115200000001
2.03,Ideal,F,SI2,61.6,55.0,8.19,8.14,5.03,18578,335.33299800000003
0.31,Very Good,I,VS1,63.0,58.0,4.29,4.32,2.71,489,50.223888
0.29,Ideal,F,VVS1,60.9,57.0,4.29,4.32,2.62,669,48.55593600000001
0.3,Very Good,H,SI1,62.6,58.0,4.22,4.28,2.66,421,48.043856
0.9,Good,F,VVS1,64.2,56.0,6.07,6.02,3.88,6124,141.78063199999997
0.28,Ideal,E,VS1,61.4,56.0,4.2,4.24,2.59,487,46.12272000000001
0.72,Very Good,J,VS1,62.8,58.0,5.71,5.73,3.59,2066,117.45869699999999
1.5,Ideal,F,VS2,61.9,56.0,7.33,7.31,4.53,15584,242.727819
1.24,Premium,I,VS2,62.1,55.0,6.91,6.87,4.28,5889,203.178876
0.33,Very Good,E,VVS2,62.3,56.0,4.4,4.44,2.75,893,53.72400000000001
0.55,Ideal,E,SI1,61.4,55.0,5.29,5.26,3.24,1668,90.154296
1.27,Good,I,VS2,63.3,63.0,6.82,6.87,4.33,5923,202.875222
0.38,Ideal,E,VS2,61.5,55.0,4.67,4.7,2.88,813,63.21312
0.4,Premium,G,VVS2,61.7,59.0,4.76,4.73,2.93,1050,65.96836400000001
1.53,Premium,G,VVS2,62.5,60.0,7.34,7.31,4.58,15505,245.74173199999998
0.31,Ideal,H,SI1,61.0,56.0,4.38,4.41,2.68,530,51.766344000000004
0.34,Ideal,D,I1,61.4,55.0,4.52,4.5,2.77,530,56.34179999999999
0.54,Ideal,E,VS2,61.1,57.0,5.24,5.26,3.21,1825,88.475304
0.34,Ideal,E,SI1,61.7,56.0,4.52,4.49,2.78,765,56.419543999999995
0.35,Ideal,I,SI1,61.3,54.0,4.51,4.56,2.78,472,57.172367999999985
0.89,Good,F,SI1,64.3,55.0,6.12,6.01,3.9,3663,143.44668
1.04,Ideal,E,SI2,61.4,56.0,6.5,6.56,4.01,4804,170.9864
0.7,Ideal,F,SI1,61.2,55.0,5.74,5.76,3.52,3119,116.37964799999999
0.39,Very Good,J,VVS1,57.8,59.0,4.85,4.9,2.82,767,67.01729999999999
0.85,Ideal,G,SI1,62.2,56.0,6.04,6.09,3.77,3670,138.674172
0.77,Premium,E,SI1,60.9,58.0,5.94,5.88,3.6,2896,125.73792
1.53,Premium,H,VS2,60.1,58.0,7.6,7.57,4.71,11087,270.97571999999997
0.24,Ideal,F,VS1,62.7,54.0,3.99,4.02,2.51,572,40.25989799999999
1.4,Premium,H,SI1,62.1,60.0,7.21,7.12,4.45,8133,228.44164
1.04,Ideal,G,VVS2,62.1,55.1,6.5,6.51,4.04,8012,170.9526
2.0,Very Good,I,VS2,61.8,62.0,8.17,8.2,4.8,15923,321.5712
0.7,Good,H,VS2,59.7,57.0,5.75,5.8,3.45,2347,115.0575
0.58,Premium,E,VS1,61.8,55.0,5.39,5.35,3.32,2192,95.73717999999998
0.31,Ideal,D,VS2,61.2,55.0,4.39,4.37,2.68,942,51.413924
1.33,Ideal,J,VS1,61.3,57.0,7.11,7.08,4.35,6118,218.97378
0.38,Ideal,E,VVS1,61.9,53.7,4.66,4.67,2.89,1245,62.892758
1.03,Premium,E,SI2,61.8,59.0,6.47,6.42,3.98,4845,165.318852
0.33,Ideal,I,VS1,61.6,57.0,4.46,4.41,2.73,668,53.695278
0.9,Good,G,SI2,63.8,59.0,6.02,6.05,3.85,3303,140.22085
0.3,Ideal,G,VVS1,62.0,54.0,4.35,4.36,2.7,764,51.208200000000005
0.54,Very Good,D,SI1,62.1,58.0,5.21,5.23,3.24,1662,88.284492
0.42,Very Good,I,SI1,63.5,54.0,4.76,4.72,3.01,829,67.62627199999999
0.52,Good,F,VS1,61.0,61.0,5.22,5.17,3.17,1419,85.55005799999999
0.42,Ideal,D,VS2,62.1,54.0,4.8,4.83,2.99,1031,69.32016
0.92,Ideal,H,VS2,62.2,55.0,6.21,6.27,3.88,4568,151.07439599999998
0.31,Ideal,G,VVS1,61.7,57.0,4.38,4.34,2.69,1046,51.134748
0.32,Premium,I,VVS2,60.7,59.0,4.43,4.4,2.68,720,52.23856000000001
0.4,Ideal,E,VS1,61.8,55.0,4.67,4.71,2.93,947,64.447401
0.3,Very Good,G,VVS1,61.3,56.0,4.34,4.37,2.67,691,50.638686
2.31,Premium,J,VS1,62.3,61.0,8.55,8.43,5.29,17451,381.2846850000001
1.02,Premium,G,VVS1,62.1,59.0,6.39,6.36,3.96,8005,160.935984
1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,5535,176.492904
0.31,Very Good,G,VVS2,60.0,62.0,4.4,4.44,2.65,707,51.77040000000001
0.9,Ideal,G,SI1,62.6,56.0,6.16,6.23,3.88,3841,148.901984
0.34,Ideal,G,VVS2,61.9,57.0,4.48,4.44,2.76,995,54.89971200000001
0.5,Ideal,E,SI1,62.3,56.0,5.06,5.12,3.17,1410,82.125824
0.32,Ideal,G,VVS1,61.1,55.0,4.46,4.48,2.73,796,54.54758400000001
2.02,Very Good,J,SI2,63.5,57.0,7.94,8.02,5.07,11475,322.851516
1.51,Very Good,F,VS2,63.7,60.0,7.2,7.24,4.6,13012,239.78879999999998
1.65,Premium,G,SI1,61.0,58.0,7.66,7.62,4.66,11864,272.000472
1.21,Ideal,F,VS2,62.6,55.0,6.81,6.74,4.24,6261,194.613456
1.5,Very Good,E,SI2,62.7,59.0,7.22,7.3,4.55,8167,239.81229999999996
1.61,Very Good,H,VS2,59.4,58.0,7.64,7.74,4.57,11627,270.24055200000004
0.4,Ideal,I,VVS2,61.4,56.0,4.76,4.79,2.93,1240,66.805172
1.43,Ideal,H,VVS2,61.6,54.0,7.25,7.29,4.48,10129,236.77920000000003
1.25,Very Good,H,SI2,61.8,57.0,6.73,6.65,4.25,4060,190.20662500000003
0.32,Ideal,G,VS1,61.6,56.0,4.38,4.42,2.71,645,52.464516
1.03,Premium,H,VS2,61.6,61.0,6.51,6.44,3.99,5364,167.278356
0.57,Premium,E,SI2,61.2,57.0,5.35,5.31,3.26,1414,92.61170999999999
0.54,Ideal,D,VVS2,61.4,52.0,5.3,5.34,3.26,2897,92.26451999999999
1.23,Very Good,I,SI1,60.5,58.0,6.9,6.94,4.19,5763,200.64234000000002
1.03,Ideal,F,SI2,61.8,56.0,6.49,6.46,4.0,4454,167.7016
1.06,Ideal,D,VVS2,61.1,56.0,6.58,6.59,4.02,11209,174.31604399999998
0.26,Ideal,F,VS2,62.1,57.0,4.06,4.12,2.54,453,42.487088
0.65,Very Good,G,VVS2,61.3,59.0,5.51,5.61,3.41,2178,105.406851
0.38,Ideal,E,VVS2,61.8,54.2,4.66,4.69,2.89,1073,63.16210600000001
0.3,Ideal,G,VS2,62.0,54.0,4.33,4.35,2.69,545,50.667494999999995
1.73,Premium,I,SI2,61.1,62.0,7.64,7.54,4.64,7270,267.28998399999995
0.37,Ideal,I,VS2,61.2,56.0,4.62,4.66,2.84,603,61.142928
1.12,Ideal,G,VVS2,62.0,55.0,6.67,6.69,4.14,8773,184.736322
0.38,Ideal,G,VVS2,61.3,56.4,4.67,4.71,2.88,929,63.347615999999995
0.5,Very Good,G,SI1,62.3,58.0,5.06,5.08,3.16,1153,81.227168
1.4,Ideal,H,SI1,62.4,56.0,7.11,7.18,4.46,8075,227.682108
0.9,Premium,E,SI2,62.6,60.0,6.18,6.09,3.84,3599,144.52300799999998
0.72,Premium,D,VS1,62.7,56.0,5.76,5.69,3.59,3601,117.660096
1.54,Ideal,J,VS1,62.2,59.0,7.34,7.38,4.58,8848,248.094936
0.32,Very Good,E,SI1,60.4,61.0,4.39,4.42,2.66,524,51.614107999999995
2.17,Premium,F,I1,60.7,59.0,8.43,8.35,5.09,9078,358.28764499999994
1.52,Premium,F,SI1,62.6,59.0,7.27,7.36,4.58,11637,245.062976
0.41,Ideal,H,VS2,61.5,55.0,4.78,4.81,2.95,743,67.82581
0.9,Very Good,G,IF,63.1,58.0,6.18,6.09,3.87,5670,145.65209399999998
0.36,Premium,D,SI1,60.4,58.0,4.64,4.6,2.79,851,59.54975999999999
1.51,Very Good,I,IF,62.2,62.0,7.3,7.33,4.55,12291,243.46595
0.31,Premium,F,VVS1,61.8,59.0,4.35,4.33,2.68,959,50.47914
0.4,Ideal,I,VVS2,62.0,56.0,4.74,4.77,2.95,807,66.69891
1.04,Premium,F,SI1,62.2,60.0,6.48,6.44,4.02,5300,167.75942400000002
0.6,Ideal,I,VVS1,61.8,56.0,5.39,5.43,3.35,1715,98.04679499999999
0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,499,49.437424
0.5,Very Good,H,VS1,63.0,56.0,5.02,5.05,3.17,1410,80.36266999999998
1.5,Ideal,G,SI1,61.0,57.0,7.38,7.41,4.51,12009,246.632958
1.07,Ideal,G,SI1,60.2,57.0,6.7,6.59,4.0,5453,176.612
0.73,Ideal,G,VVS1,61.7,57.0,5.77,5.8,3.57,4182,119.47361999999997
1.75,Very Good,D,SI2,60.7,57.0,7.78,7.83,4.74,12012,288.74847600000004
0.36,Very Good,E,SI1,60.8,59.0,4.56,4.59,2.78,631,58.18651199999999
0.32,Premium,F,VS2,61.5,58.0,4.42,4.39,2.71,828,52.58429799999999
0.32,Premium,D,VS2,62.9,59.0,4.39,4.36,2.75,842,52.6361
0.55,Premium,H,VVS1,61.1,57.0,5.35,5.26,3.24,1980,91.17684
1.42,Very Good,G,VS1,62.7,55.0,7.11,7.17,4.48,11452,228.38457600000004
1.53,Very Good,F,SI1,61.9,56.0,7.45,7.32,4.57,12621,249.22038000000003
0.41,Ideal,E,VVS1,61.1,56.0,4.8,4.82,2.94,1608,68.01984
0.5,Premium,D,SI2,62.1,57.0,5.12,5.09,3.17,1279,82.612736
0.3,Ideal,F,VS1,61.3,55.0,4.32,4.36,2.66,570,50.101632000000016
0.33,Ideal,F,SI2,61.4,57.0,4.44,4.48,2.74,413,54.501888000000015
0.32,Ideal,D,SI2,62.4,54.0,4.4,4.38,2.74,612,52.80528000000001
2.18,Ideal,I,SI2,62.5,55.0,8.31,8.34,5.2,15706,360.38808000000006
1.2,Very Good,F,VS2,61.8,55.0,6.75,6.8,4.26,8454,195.534
0.7,Ideal,G,VVS1,61.6,55.0,5.72,5.75,3.53,3073,116.1017
0.41,Premium,I,VVS2,62.1,58.0,4.76,4.78,2.96,827,67.348288
0.71,Very Good,G,VS1,63.3,59.0,5.52,5.61,3.52,2768,109.004544
0.9,Premium,H,VVS2,62.4,58.0,6.15,6.12,3.83,4657,144.15354000000002
0.3,Good,H,VS2,63.5,54.0,4.27,4.3,2.72,473,49.941919999999996
0.31,Ideal,I,VS2,59.9,57.0,4.4,4.38,2.63,558,50.68536
0.75,Good,F,I1,64.0,59.0,5.78,5.62,3.66,1013,118.88997600000002
0.66,Very Good,H,VS2,60.9,57.0,5.63,5.65,3.43,1841,109.10658500000001
1.02,Ideal,F,SI2,61.4,56.0,6.47,6.5,3.98,4578,167.3789
0.3,Very Good,H,IF,62.9,58.0,4.26,4.29,2.69,789,49.16082599999999
0.5,Very Good,H,SI1,63.1,59.0,5.02,4.96,3.15,1181,78.43247999999998
1.35,Very Good,I,VS2,61.7,59.0,7.05,7.09,4.36,6884,217.93242
0.51,Ideal,G,VS2,62.7,57.0,5.12,5.05,3.19,1546,82.48064
0.5,Ideal,E,VS2,62.7,55.0,5.08,5.12,3.2,1451,83.23072000000002
0.9,Very Good,E,SI1,61.6,57.0,6.19,6.25,3.83,4463,148.173125
1.3,Ideal,G,VS2,61.9,55.0,7.04,7.01,4.35,9225,214.67424
0.3,Ideal,E,SI1,62.3,56.0,4.29,4.32,2.68,499,49.66790400000001
0.34,Ideal,F,VVS1,61.1,56.0,4.5,4.53,2.76,1174,56.2626
0.3,Good,F,VS1,63.7,56.0,4.28,4.26,2.72,731,49.593216000000005
1.0,Very Good,D,SI1,62.3,59.0,6.26,6.29,3.91,5342,153.957814
0.91,Very Good,E,SI2,63.8,60.0,6.05,6.09,3.87,3751,142.588215
0.51,Ideal,H,VS1,61.1,56.0,5.11,5.16,3.14,1438,82.79426400000001
0.32,Ideal,H,VS1,61.8,53.0,4.41,4.43,2.73,516,53.334099
2.02,Premium,F,SI2,61.8,60.0,8.15,8.05,4.98,14790,326.72535000000005
0.7,Ideal,G,SI2,61.3,58.0,5.67,5.69,3.48,2234,112.27280400000001
0.31,Ideal,F,VVS1,61.6,56.0,4.34,4.36,2.68,903,50.712032
0.38,Ideal,G,VS2,61.6,57.0,4.62,4.66,2.86,743,61.573511999999994
1.51,Premium,J,VVS2,62.6,59.0,7.31,7.33,4.58,8770,245.40693399999998
0.3,Ideal,D,VS1,60.8,58.0,4.31,4.34,2.63,742,49.19520199999999
0.3,Ideal,G,VVS2,62.2,57.0,4.25,4.3,2.66,655,48.6115
1.19,Premium,H,SI1,62.7,56.0,6.76,6.7,4.22,5802,191.13224
0.42,Ideal,G,VVS1,60.6,56.0,4.86,4.88,2.95,1179,69.96456
0.31,Ideal,F,IF,60.9,56.0,4.37,4.4,2.67,914,51.33876
0.55,Good,J,VS1,63.8,61.0,5.09,5.12,3.26,969,84.958208
0.95,Good,F,SI2,59.7,57.0,6.41,6.45,3.84,3750,158.76288
1.5,Premium,E,I1,61.5,58.0,7.38,7.2,4.5,4032,239.11200000000002
1.17,Fair,I,I1,61.8,59.0,6.67,6.47,4.25,2336,183.408325
0.93,Very Good,H,SI2,61.9,57.0,6.25,6.31,3.89,3452,153.411875
1.51,Premium,I,SI2,62.7,55.0,7.37,7.28,4.59,7766,246.270024
1.01,Ideal,H,VS1,62.6,57.0,6.37,6.4,4.0,5777,163.072
0.38,Very Good,G,SI1,62.1,54.0,4.64,4.67,2.9,755,62.83951999999999
0.32,Premium,H,VS2,62.3,57.0,4.39,4.37,2.73,648,52.373139
0.59,Premium,H,VVS2,62.3,55.0,5.42,5.33,3.35,1886,96.77681
1.01,Good,F,SI1,64.2,58.0,6.24,6.29,4.02,4339,157.783392
0.97,Ideal,J,I1,61.6,54.0,6.34,6.28,3.89,2370,154.881128
0.34,Ideal,G,VS1,61.3,55.0,4.52,4.55,2.78,898,57.17347999999999
0.71,Very Good,F,SI2,60.9,56.0,5.8,5.83,3.54,2036,119.70156
0.27,Ideal,E,VS2,61.0,55.0,4.18,4.2,2.56,577,44.943360000000006
0.7,Very Good,E,VS2,60.2,57.0,5.77,5.82,3.49,2593,117.19908600000001
2.21,Ideal,G,SI2,61.9,55.0,8.4,8.36,5.19,18276,364.46256000000005
1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,14709,243.65721599999998
0.51,Ideal,G,VVS1,61.0,57.0,5.17,5.19,3.16,1933,84.790068
1.01,Ideal,I,VS1,62.8,57.0,6.42,6.38,4.02,3991,164.657592
1.5,Fair,J,VS2,64.5,59.0,7.2,7.07,4.6,5846,234.1584
0.31,Ideal,F,VS2,60.8,57.0,4.39,4.36,2.66,802,50.913464000000005
0.42,Ideal,D,VS2,61.5,55.0,4.83,4.86,2.98,961,69.951924
0.3,Premium,F,VVS1,61.8,59.0,4.26,4.29,2.64,868,48.24705599999999
1.01,Premium,G,VS2,59.2,59.0,6.59,6.52,3.88,6108,166.711184
0.31,Ideal,D,VS2,61.2,55.0,4.42,4.37,2.69,942,51.958426
1.27,Ideal,H,SI1,60.6,57.0,7.07,7.0,4.26,6785,210.8274
0.41,Ideal,F,VVS1,60.3,56.0,4.8,4.85,2.91,1295,67.7448
0.7,Premium,F,VS2,61.7,58.0,5.69,5.63,3.49,2838,111.80110300000001
0.79,Premium,G,VS2,62.3,58.0,5.92,5.89,3.68,2959,128.317184
1.5,Good,I,SI1,63.8,59.0,7.21,7.11,4.57,8736,234.27236700000003
1.05,Premium,E,IF,59.0,58.0,6.7,6.66,3.94,11946,175.81068
0.63,Fair,E,SI1,64.6,57.7,5.36,5.41,3.47,1952,100.62167200000002
0.7,Ideal,G,VS2,61.5,57.0,5.7,5.74,3.52,3253,115.16736000000002
0.3,Ideal,G,VS2,61.4,54.0,4.36,4.31,2.66,675,49.985656
0.57,Very Good,F,VVS2,62.6,58.0,5.32,5.38,3.34,1902,95.596144
0.7,Very Good,I,SI2,60.9,59.0,5.7,5.76,3.49,1603,114.58368000000002
0.32,Premium,G,IF,61.8,55.0,4.45,4.39,2.73,1020,53.331914999999995
0.3,Ideal,F,VS2,63.0,55.0,4.29,4.28,2.7,673,49.57524
0.35,Premium,D,SI1,62.1,58.0,4.51,4.54,2.81,644,57.535874
0.41,Ideal,F,VVS2,61.7,56.0,4.81,4.78,2.96,1192,68.05572799999999
0.7,Ideal,H,VS1,62.0,59.0,5.68,5.71,3.53,2648,114.48778399999999
0.36,Premium,E,SI2,61.5,58.0,4.56,4.61,2.82,505,59.280911999999994
1.05,Ideal,F,VVS2,60.5,55.0,6.67,6.58,4.01,10011,175.99328599999998
0.71,Ideal,E,VS2,61.6,56.0,5.74,5.76,3.54,2891,117.04089599999999
1.52,Ideal,I,SI2,61.3,60.0,7.33,7.39,4.51,7582,244.300837
0.32,Ideal,G,VS1,62.0,56.0,4.37,4.41,2.72,645,52.419024000000014
0.53,Premium,G,VS2,62.6,58.0,5.18,5.11,3.22,1607,85.23275600000001
0.31,Premium,H,VVS1,62.1,58.0,4.36,4.33,2.7,907,50.97276000000001
0.31,Ideal,I,VS2,62.3,54.0,4.37,4.4,2.73,452,52.49244
1.23,Very Good,J,VVS2,61.2,57.0,6.86,6.92,4.22,5665,200.328464
0.52,Very Good,F,SI2,57.9,61.0,5.28,5.33,3.07,1273,86.39716800000001
0.42,Very Good,E,VS2,62.8,59.0,4.76,4.8,3.0,958,68.544
0.9,Good,F,SI1,62.4,55.0,6.17,6.21,3.86,3898,147.89860199999998
0.38,Very Good,G,VS1,61.9,56.0,4.63,4.68,2.88,833,62.40499199999999
1.26,Premium,I,SI1,62.0,58.0,6.9,6.87,4.27,6068,202.41081
1.22,Ideal,H,SI1,61.8,57.0,6.85,6.83,4.23,6776,197.902665
0.72,Ideal,E,SI1,60.3,57.0,5.83,5.85,3.52,2847,120.05136
0.51,Ideal,F,VVS2,61.7,56.0,5.12,5.15,3.17,1998,83.58656
1.5,Very Good,J,SI1,62.5,58.0,7.24,7.29,4.54,6987,239.61938400000003
0.28,Ideal,G,VVS2,61.6,56.0,4.18,4.2,2.58,586,45.29448000000001
1.24,Very Good,I,VS2,60.0,58.0,6.98,7.03,4.2,6134,206.09148000000002
0.28,Ideal,D,VVS2,61.1,55.0,4.23,4.28,2.6,827,47.07144000000001
1.24,Fair,G,SI2,65.7,57.0,6.72,6.68,4.4,4058,197.51424
0.51,Ideal,G,VVS2,61.3,56.0,5.16,5.19,3.17,1902,84.89386800000001
0.8,Premium,J,SI1,60.1,57.0,6.03,5.98,3.61,2227,130.17443400000002
1.21,Ideal,E,VS1,61.7,56.0,6.82,6.85,4.22,12111,197.14574
0.92,Very Good,E,SI1,62.1,58.0,6.15,6.22,3.84,4562,146.89151999999999
0.7,Very Good,F,VS2,63.6,57.0,5.61,5.65,3.58,2780,113.47347000000002
1.24,Ideal,J,SI1,61.9,56.0,6.95,6.88,4.28,5125,204.65248000000003
0.38,Ideal,D,VVS1,61.3,56.0,4.65,4.71,2.87,1400,62.85730500000001
0.53,Ideal,E,VS2,62.0,56.0,5.16,5.2,3.21,1739,86.13072
0.54,Ideal,H,VS1,61.8,56.0,5.24,5.23,3.22,1637,88.24474400000003
1.25,Very Good,G,VVS1,60.2,58.0,6.97,7.04,4.22,11589,207.07033599999997
0.32,Ideal,G,VVS2,61.2,56.0,4.41,4.42,2.7,730,52.62894000000001
0.7,Fair,F,VS2,61.8,57.0,5.57,5.53,3.58,2762,110.27151800000001
0.77,Very Good,F,VVS2,60.6,60.0,5.89,5.92,3.58,3917,124.830304
1.51,Very Good,D,SI2,61.7,59.0,7.28,7.35,4.51,10546,241.32108
1.55,Ideal,J,VS2,61.4,55.0,7.41,7.49,4.58,8498,254.19412200000002
0.55,Premium,E,SI2,61.9,58.0,5.24,5.2,3.23,1273,88.01104000000001
1.05,Premium,D,SI1,59.3,58.0,6.74,6.68,3.98,6174,179.192336
0.4,Good,E,SI1,63.7,56.0,4.69,4.66,2.98,882,65.12909200000001
0.73,Premium,D,VS1,60.0,58.0,5.86,5.9,3.53,3620,122.04622
0.96,Very Good,F,SI1,62.1,62.0,6.24,6.32,3.9,4755,153.80352000000002
0.96,Very Good,D,SI2,60.0,60.0,6.43,6.47,3.87,4060,161.000127
1.09,Ideal,F,SI1,62.0,56.0,6.59,6.61,4.09,5816,178.159991
1.0,Ideal,F,SI2,61.2,57.0,6.39,6.48,3.94,4372,163.14436800000001
0.7,Ideal,F,SI1,61.1,56.0,5.74,5.78,3.52,2671,116.783744
0.33,Very Good,G,VVS2,63.0,57.0,4.38,4.42,2.77,752,53.626092
0.56,Premium,E,VVS2,59.2,56.0,5.49,5.39,3.22,2496,95.283342
1.06,Ideal,F,SI2,62.7,56.0,6.52,6.47,4.07,3461,171.690508
0.7,Good,E,SI1,60.4,61.0,5.73,5.76,3.47,2696,114.52665600000002
0.27,Ideal,D,VVS2,61.5,56.0,4.15,4.18,2.56,586,44.40832
0.43,Very Good,E,VS2,62.8,56.0,4.79,4.86,3.03,981,70.53658200000001
0.7,Premium,G,VS1,63.0,60.0,5.64,5.57,3.53,2838,110.89424399999999
2.13,Premium,G,SI2,60.7,60.0,8.37,8.27,5.05,16931,349.56049499999995
0.51,Premium,D,VS2,59.7,58.0,5.18,5.24,3.11,1787,84.415352
0.43,Premium,H,I1,62.0,59.0,4.83,4.78,2.98,581,68.800452
0.31,Ideal,F,VS2,62.3,57.0,4.3,4.34,2.69,625,50.200779999999995
0.72,Good,J,SI1,60.1,64.0,5.75,5.83,3.48,1547,116.6583
1.27,Ideal,D,SI1,62.1,55.0,6.92,6.96,4.31,8256,207.58339199999998
0.32,Ideal,E,VVS1,61.6,56.0,4.42,4.41,2.72,1020,53.018784000000004
1.02,Premium,H,VS2,61.9,57.0,6.5,6.4,3.99,5171,165.984
1.08,Ideal,H,VVS1,61.8,57.0,6.55,6.59,4.06,9041,175.24786999999998
0.53,Ideal,E,VS2,62.5,57.0,5.16,5.18,3.23,1607,86.334024
0.4,Premium,F,SI1,62.3,60.0,4.7,4.74,2.94,737,65.49732
1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,4851,163.67702400000002
0.72,Ideal,H,VS1,61.8,55.0,5.78,5.81,3.58,3167,120.22284400000001
0.4,Good,E,SI1,63.6,57.0,4.69,4.65,2.97,882,64.77124500000001
0.52,Very Good,H,VS2,63.5,58.0,5.12,5.11,3.25,1385,85.03040000000001
0.3,Ideal,G,IF,62.1,55.0,4.35,4.31,2.69,956,50.43346499999999
1.02,Very Good,F,SI1,63.3,58.0,6.39,6.35,4.03,5038,163.523295
0.76,Ideal,F,SI1,62.7,57.0,5.82,5.85,3.66,2607,124.61202
1.19,Ideal,H,SI2,62.0,57.0,6.77,6.81,4.21,4914,194.096577
0.33,Premium,H,VVS2,61.6,58.0,4.42,4.45,2.73,666,53.69637
0.51,Ideal,E,SI1,61.4,56.0,5.14,5.16,3.16,1732,83.810784
0.33,Ideal,G,VVS1,61.8,56.0,4.48,4.45,2.77,1114,55.22272000000001
0.82,Very Good,G,IF,61.9,57.0,5.96,6.0,3.7,4844,132.312
2.01,Good,E,SI2,60.0,64.0,8.09,8.17,4.88,16582,322.54506399999997
1.01,Fair,G,SI2,59.8,66.0,6.42,6.48,3.86,3816,160.582176
0.6,Ideal,G,IF,62.2,55.0,5.36,5.44,3.36,2533,97.97222400000001
0.4,Very Good,E,VS1,60.5,61.0,4.72,4.74,2.86,1053,63.986208000000005
0.53,Ideal,E,VVS2,62.4,56.0,5.15,5.17,3.22,2288,85.73411000000002
0.43,Ideal,F,VS2,61.1,56.0,4.91,4.88,2.99,968,71.642792
0.32,Ideal,G,VS1,61.2,56.0,4.41,4.45,2.71,645,53.182395
1.16,Ideal,I,VS2,61.5,57.0,6.75,6.78,4.16,5207,190.38240000000002
0.3,Very Good,F,VVS1,61.1,57.0,4.31,4.33,2.64,814,49.268471999999996
1.0,Fair,D,SI1,67.3,57.0,6.15,6.04,4.1,5096,152.2986
1.34,Ideal,H,VS2,60.8,55.0,7.18,7.12,4.35,7999,222.37895999999998
0.33,Premium,E,VS2,62.0,59.0,4.41,4.39,2.73,928,52.852527
0.41,Ideal,F,VS2,61.8,56.0,4.78,4.8,2.96,863,67.91423999999999
